# created: Thu Nov 14 02:00:04 2013
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
908|2|x-jat|Shin Kidou Senki Gundam W: Endless Waltz
496|2|x-jat|Shin Kidou Senki Gundam W: Endless Waltz Gekijouban
229|1|x-jat|Shin Kidou Senki Gundam Wing
496|1|x-jat|Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu Hen
2853|1|x-jat|Shin Kidou Senki Gundam W: Operation Meteor
284|4|it|Shin Kimagure Orange Road - ... e poi l`inizio di quell`estate...
284|1|x-jat|Shin Kimagure Orange Road: Soshite, Ano Natsu no Hajimari
6400|4|en|Shin Koihime Musou
6400|1|x-jat|Shin Koihime Musou
7470|1|x-jat|Shin Koihime Musou Live Revolution
7277|4|en|Shin Koihime Musou: Otome Tairan
7277|1|x-jat|Shin Koihime Musou: Otome Tairan
1104|1|x-jat|Shinkon Gattai Godannar!!
1612|2|x-jat|Shinkon Gattai Godannar 2nd
1612|2|en|Shinkon Gattai Godannar Second Season
1612|1|x-jat|Shinkon Gattai Godannar!! Second Season
284|3|x-jat|shin KOR
975|1|x-jat|Shin Kujakuou
975|2|x-jat|Shin Kujaku Ou
5517|1|x-jat|Shin Kyojin no Hoshi
6181|1|x-jat|Shin Kyojin no Hoshi II
4792|2|en|Shinkyoku Sokai Polyphonica
4792|1|x-jat|Shinkyoku Soukai Polyphonica
6224|1|x-jat|Shinkyoku Soukai Polyphonica: Crimson S
4382|2|x-jat|Shin Kyouhaku 2
4382|1|x-jat|Shin Kyouhaku 2 the Animation: Kizu ni Saku Hana Senketsu no Kurenai
6105|2|x-jat|Shin Kyuseishu Densetsu Hokuto no Ken ZERO Kenshiro Den
5104|1|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Raou-den Gekitou no Shou
3038|1|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Raou-den Jun`ai no Shou
3041|1|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Toki-den
3040|2|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Yuria Den
3040|1|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Yuria-den
6105|1|x-jat|Shin Kyuuseishu Densetsu Hokuto no Ken Zero Kenshirou-den
1484|2|x-jat|Shin Lupin III
1484|2|x-jat|Shin Lupin Sansei
1462|1|x-jat|Shin Majinden Battle Royal High School
2079|1|x-jat|Shin Maple Town Monogatari: Palm Town Hen
2317|1|x-jat|Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi
5795|1|x-jat|Shin Mashin Eiyuuden Wataru Majinzan
6397|2|x-jat|Shin Mazinger
6397|1|x-jat|Shin Mazinger Shougeki! Z Hen on Television
1967|1|x-jat|Shin Megami Tensei: Devil Children
1968|1|x-jat|Shin Megami Tensei: Devil Children - Light & Dark
1221|1|x-jat|Shin Megami Tensei: Tokyo Mokushiroku
1221|3|x-jat|shin megaten
8070|4|ja|SHIN-MEN
8070|1|x-jat|Shin-Men
3367|1|x-jat|Shin Minashigo Hutch
3663|2|x-jat|Shin Mitsubachi Maaya no Boken
3663|1|x-jat|Shin Mitsubachi Maaya no Bouken
1008|2|x-jat|Shin Muumin
4565|4|fr|Shin Negima!?
2585|1|x-jat|Shin Obake no Q-Tarou
1769|4|fr|Shinobu, apprentie ninja
1769|3|x-jat|Shinobuden
4748|1|x-jat|Shin Onimusha: Dawn of Dreams the Story
2601|1|x-jat|Shino-sensei no Yuuwaku Jugyou
2601|4|de|Shino`s Verführung
7095|1|x-jat|Shin Otokogi
9081|2|x-jat|Shinpi no Hou
208|2|x-jat|Shinpi no Sekai El-Hazard
305|2|x-jat|Shinpi no Sekai El-Hazard 2
556|1|x-jat|Shinpi no Sekai El-Hazard TV
4628|1|x-jat|Shin Pro Golfer Saru
6277|2|en|Shinran-sama - His Wish and Light
6277|2|x-jat|Shinran-sama - Negai, Soshite Hikari
5127|2|x-jat|Shinreigari
5127|1|x-jat|Shinreigari: Ghost Hound
4236|2|x-jat|Shinrei Kyoufu Report: Ushiro no Hyakutarou
7233|1|x-jat|Shinrei Tantei Yakumo
5829|1|x-jat|Shin Reyon Densetsu: Mou Hitori no Flair
1396|1|x-jat|Shin Reyon Densetsu: Shikkoku no Majin
6140|1|x-jat|Shin Ringetsu
2029|1|x-jat|Shin Ruriiro no Yuki
7486|1|x-jat|Shinryaku! Ika Musume
9046|1|x-jat|Shinryaku!! Ika Musume
8294|1|x-jat|Shinryaku!? Ika Musume
8294|2|en|Shinryaku! Ika Musume 2
8294|2|en|Shinryaku! Ika Musume II
2444|1|x-jat|Shin Saishuu Chikan Densha
7020|3|x-jat|shin sanjuushi
6945|1|x-jat|Shin Saru Kani Gassen
7805|1|x-jat|Shin Seiki Cream Lemon
4539|1|x-jat|Shin Seiki Den Mars
4539|2|x-jat|Shinseikiden Mars
5527|1|x-jat|Shin Seiki Duel Masters Flash
22|1|x-jat|Shinseiki Evangelion
326|1|x-jat|Shinseiki Evangelion Gekijouban: Shi to Shinsei
202|1|x-jat|Shinseiki Evangelion Gekijouban: The End of Evangelion
739|1|x-jat|Shin Seiki GPX Cyber Formula
2463|2|x-jat|Shin Seiki GPX Cyber Formula 11
2463|1|x-jat|Shin Seiki GPX Cyber Formula Double One
2461|1|x-jat|Shin Seiki GPX Cyber Formula Earlydays Renewal
2464|1|x-jat|Shin Seiki GPX Cyber Formula Graffiti
2149|1|x-jat|Shin Seiki GPX Cyber Formula Saga
2438|1|x-jat|Shin Seiki GPX Cyber Formula Sin
2462|1|x-jat|Shin Seiki GPX Cyber Formula Zero
736|1|x-jat|Shin Seiki Inma Seiden
9002|1|x-jat|Shinsekai yori
9002|4|pt-BR|Shin Sekai Yori: Do Novo Mundo
6944|1|x-jat|Shinsetsu Kachikachi Yama
1835|2|x-jat|Shinshaku Sanada Juuyuushi
1835|1|x-jat|Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi
2881|1|x-jat|Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation
3310|2|x-jat|Shin Shintaisou
439|1|x-jat|Shin Shirayuki-hime Densetsu Pretear
439|2|x-jat|Shin Shirayukihime Densetsu Pretear
7309|1|x-jat|Shinshou Genmukan
5348|1|x-jat|Shin Shounan Bakusouzoku Arakure Knight
6542|1|x-jat|Shinshuu Sudama Hen
6974|1|x-jat|Shin Skyers 5
5174|1|x-jat|Shin SOS Dai Tokyo Tankentai
3310|2|x-jat|Shintaisou Kari 2
1347|1|x-jat|Shintaisou (Kari) The Animation: Yousei-tachi no Rondo
3310|1|x-jat|Shintaisou (Shin)
4724|1|x-jat|Shin Takarajima
366|1|x-jat|Shin Taketori Monogatari: 1000-nen Joou
366|2|x-jat|Shin Taketori Monogatari: Sen-Nen Joou
337|1|x-jat|Shin Tenchi Muyou!
8601|1|x-jat|Shin Tennis no Ouji-sama
8834|2|en|Shiny Bread
2127|4|fr|Shinzo
2127|4|pt|Shinzo
2127|4|en|Shinzo
2127|4|nl|Shinzo
2127|4|pt-BR|Shinzo
1561|2|x-jat|Shinzou Ningen Casshan
1561|1|x-jat|Shinzou Ningen Casshern
7004|1|x-jat|Shiobara Tasuke
8746|1|x-jat|Shiodome Cable TV
8646|1|x-jat|Shiofuki Mermaid: Poolside no Hatsutaiken
5836|1|x-jat|Shion
5223|1|x-jat|Shion no Ou
5223|2|en|Shion`s King
4140|2|x-jat|Shippu Iron Leaguer OVA
4880|3|x-jat|Shippuuden
4037|1|x-jat|Shippuu! Iron Leaguer
4140|1|x-jat|Shippuu! Iron Leaguer: Silver no Hata no Moto ni
785|4|it|Shirab il ragazzo di Bagdad
6385|1|x-jat|Shirahata no Shoujo Ryuuko
1694|2|en|Shirakigi Hotel
10223|1|x-jat|Shiranpuri
8466|1|x-jat|Shiranpuri (2012)
3997|1|x-jat|Shiratori Reiko de Gozaimasu!
3674|1|x-jat|Shirayuki-hime no Densetsu
3674|2|x-jat|Shirayukihime no Densetsu
1192|1|x-jat|Shiritsu Araiso Koutougakkou Seitokai Shikkoubu
4482|1|x-jat|Shiritsu Tantei: Toki Shouzou Trouble Note - Hard & Loose
2360|1|x-jat|Shiroi Kiba: White Fang Monogatari
2521|1|x-jat|Shiroki Tenshi-tachi no Rondo
2521|2|x-jat|Shiroki Tenshitachi no Rondo
8934|1|x-jat|Shirokuma Cafe
5902|1|x-jat|Shirouto Club: Hamedori Anime Kanzen Mushuusei!!
7172|1|x-jat|Shisei Sasshin
6193|1|x-jat|Shisha no Sho
831|1|x-jat|Shishunki Bishoujo Gattai Robo Z-Mind: The Battling Days of the "Shitamachi" Virgins
5844|1|x-jat|Shishunki Shoujo: Kari Kari
2918|1|x-jat|Shisukon Ouji
1532|3|en|shit
2032|1|x-jat|Shitai o Arau The Animation
2032|2|ja|Shitai wo Arau
6914|1|x-jat|Shitakiri Suzume
5640|1|x-jat|Shitsurakuen
3135|1|x-jat|Shizukanaru Don: Yakuza Side Story
3476|1|x-jat|Shizuku
6227|3|x-jat|SH:Kuro
3651|3|x-jat|SHnY
8349|1|x-jat|Shocking Pink!
3999|2|ja|Shocking Pink Girl Momoko
4077|1|x-jat|Shojo Auction
940|4|en|Shojyo Koakuma Kei: The Writhing Women
7370|1|x-jat|Shoka
7974|1|x-jat|Shokupan Mimi
2516|1|x-jat|Shokuzai no Kyoushitsu
4841|2|x-jat|Shonan Junai Gumi
4214|4|en|Shonen Onmyouji
4053|2|x-jat|Shonen Santa no Daiboken
4053|2|x-jat|Shonen Santa no Daibouken
4214|3|x-jat|shonm
1870|4|en|Shootfighter Tekken
1491|2|en|Shooting Star Gakusaver
8868|2|en|Shooting Star Lens
8745|2|en|Short Animation of Shintaro Kago
9125|2|x-jat|Short Peace
238|2|x-jat|Shoubushi Densetsu Tetsuya
6834|1|x-jat|Shou-chan no Bouken
8092|1|x-jat|Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!
5811|1|x-jat|Shougeki Shinsengumi
9894|1|zh|Shou Hu Zhe Sen Lin
7108|1|x-jat|Shoujo Fight: Norainu-tachi no Odekake
4231|2|x-jat|Shoujo Jang Geum no Yume
8105|2|x-jat|Shoujo Jang Geum no Yume (2007)
287|1|x-jat|Shoujo Kakumei Utena
256|1|x-jat|Shoujo Kakumei Utena: Adolescence Mokushiroku
287|2|x-jat|Shoujo Kakumei Utena TV
940|1|x-jat|Shoujo Koakuma Kei
5931|1|x-jat|Shoujo Sect: Innocent Lovers
8175|1|x-jat|Shoujo Senki Brain Jacker
7609|1|x-jat|Shoujo Senki Soul Eater
3619|1|x-jat|Shoujo Tsubaki
6744|1|x-jat|Shoujouji no Tanuki-bayashi
6738|1|x-jat|Shoujouji no Tanuki-bayashi Ban Danemon
9246|1|x-jat|Shoujo x Shoujo x Shoujo The Animation
8433|1|x-jat|Shoukichi Monogatari
2298|2|x-jat|Shoukoujo Sara
8554|1|x-jat|Shoukoujo The Animation
2296|1|x-jat|Shoukoushi Cedie
4214|3|x-jat|Shoumyou
2060|1|x-jat|Shounan Bakusouzoku
4841|1|x-jat|Shounan Jun`ai-gumi
2981|1|x-jat|Shounen Ashibe
2982|1|x-jat|Shounen Ashibe 2
2206|1|x-jat|Shounen Jack to Mahou Tsukai
2279|2|x-jat|Shounen Keniya
2279|1|x-jat|Shounen Kenya
7984|2|x-jat|Shounen Maid Kuro-kun
7359|1|x-jat|Shounen Miyamoto Musashi: Wanpaku Nitouryuu
1881|1|x-jat|Shounen Ninja Kaze no Fujimaru
7640|1|x-jat|Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou
4214|2|x-jat|Shounen Onmyoji
4214|1|x-jat|Shounen Onmyouji
4053|1|x-jat|Shounen Santa no Daibouken
2198|1|x-jat|Shounen Sarutobi Sasuke
1909|1|x-jat|Shounen Tokugawa Ieyasu
9065|1|x-jat|Shounen to Sakura
2412|1|x-jat|Shouri Toushu
3610|1|x-jat|Shouwa Ahozoushi Akanuke Ichiban!
8135|1|x-jat|Shouwa Monogatari
8136|2|x-jat|shouwa tv
3610|2|en|Showa Era Idiot Story Book: Most Refined
8136|2|x-jat|Showa Monogatari
870|1|x-jat|Shoya: Virgin Night
1831|2|x-jat|Shoyonoid Makottchan
1831|1|x-jat|Shoyonoido Mako-chan
124|4|en|Shrine of the Morning Mist
5280|3|x-jat|shuchara
3336|2|x-jat|Shudan Chikan Densha
2844|2|x-jat|Shuffle
2844|1|x-jat|Shuffle!
2844|4|ja|SHUFFLE!
2844|4|en|Shuffle!
4759|3|x-jat|Shuffle2
4759|2|x-jat|Shuffle! 2
4759|1|x-jat|Shuffle! Memories
4759|4|ja|SHUFFLE! MEMORIES
5280|1|x-jat|Shugo Chara!
6144|1|x-jat|Shugo Chara!! Doki
6947|2|x-jat|Shugo Chara ! Dokki Doki
6947|2|x-jat|Shugo Chara!!! Dokki Doki
6947|1|x-jat|Shugo Chara Party!
6947|2|x-jat|Shugo Chara! Party!
5280|2|x-jat|Shugo Kyara
8093|1|x-jat|Shujii no Inbou
7280|1|x-jat|Shukufuku no Campanella
8243|1|x-jat|Shukufuku no Campanella (2011)
1777|2|x-jat|Shulato
6562|2|x-jat|Shunmao Monogatari TaoTao
6192|3|x-jat|shunmuki
9174|1|x-jat|Shura ga Yuku
1262|1|x-jat|Shuranosuke Zanmaken: Shikamamon no Otoko
1663|2|x-jat|Shura no Toki
1663|4|en|Shura no Toki - Age of Chaos
1777|3|x-jat|Shurato
1777|4|fr|Shurato
1777|4|pt-BR|Shurato
1663|3|x-jat|Shuratoki
3600|4|fr|Shurato - Le combat pour la création
746|1|x-jat|Shusaku
1380|1|x-jat|Shusaku Liberty
747|1|x-jat|Shusaku Replay
746|4|en|Shusaku The Letch
1380|4|en|Shusaku the Letch - Liberty
747|4|en|Shusaku The Letch - Replay
7729|3|x-jat|shutage
1586|2|x-jat|Shutendoji
1586|4|en|Shuten Doji
1586|2|en|Shuten Doji: The Star Hand Kid
1586|2|x-jat|Shutendouji
1586|1|x-jat|Shuten Douji
629|1|x-jat|Shutsugeki! Machine Robo Rescue
10120|1|x-jat|Shutter Chance
2431|1|x-jat|Shuuchuu Chiryou Shitsu
3336|1|x-jat|Shuudan Chikan Densha
3419|2|x-jat|Shuukan Pokemon Housoukyoku
3419|2|x-unk|Shuukan Pokémon Housoukyoku
8325|1|x-jat|Shuukan Shimakou
5539|2|x-jat|Siam Neko - First Mission
5222|4|it|Siamo Fatti Così - Esplorando il Corpo Umano
1869|2|it|Siamo in undici!
1947|2|en|Siawase Apartment`s Okojo-san
1332|2|x-jat|Siberia Yagyuu no Gyakushuu
1728|2|en|Sibling Secrets
1728|4|en|Sibling Secret - She`s the Twisted Sister
7016|2|en|Sibling Stories
9892|1|x-jat|Sidonia no Kishi
1542|4|pl|Siedmiu samurajów
5610|2|lt|Sielų Rijikas
461|2|de|Sie und ihre Katze
24|3|x-jat|sign
1025|4|fr|Signé Cat`s Eye
8|4|ja|アクエリアンエイジ Sign for Evolution
679|4|tr|Sihirli Kedi
842|4|tr|Sihirli Kurdele
423|2|tr|Sihirli Şövalyeler OVA
1003|2|tr|Silah Mezarlığı
4516|2|tr|Silah Simyası
1002|2|tr|Silahşör Kız
5885|1|x-jat|Silent Chaser Kagami
5885|4|ja|SILENT CHASER 狩神
455|2|en|Silent Mebius
455|4|pt-BR|Silent Mobius
455|1|x-jat|Silent Mobius
455|4|fr|Silent Möbius
455|4|de|Silent Möbius
455|4|es-LA|Silent Möbius
2638|1|x-jat|Silent Mobius 2
2334|2|x-jat|Silent Mobius Movie
2638|2|x-jat|Silent Mobius Movie 2
2638|2|x-unk|Silent Möbius Movie 2
2334|1|x-jat|Silent Mobius: The Motion Picture
2334|2|x-unk|Silent Möbius: The Motion Picture
455|2|x-jat|Silent Moebius
2638|2|x-jat|Silent Moebius Movie 2
2334|2|x-jat|Silent Moebius: The Motion Picture
1185|4|en|Silent Service
4560|2|en|Silk Road Boy Yuto
4560|1|x-jat|Silk Road Shounen Yuuto
1243|2|en|Silver Fang
1243|4|da|Silver Fang
1243|4|sv|Silver Fang
3449|2|en|Silver Fang Legend Weed
1243|2|en|Silver Fang: Shooting Star Gin
3385|2|en|Silver-Haired Agito
3468|2|en|Silver Soul
9606|4|fr|Silver Spoon
9606|4|en|Silver Spoon
9606|4|it|Silver Spoon
3671|2|tl|Si Maria at Ang Lihim na Hardin
785|4|pt|Simbad
114|4|tr|Şimdi ve Sonra, Burada ve Orada
4548|2|lt|Simfonijos pasakos
4239|2|x-jat|Simoon
4239|1|x-jat|Simoun
785|4|nl|Sinbad de Zeeman
785|4|fr|Sinbad le marin
785|3|ja|Sindbad
785|4|tr|Sindbad
785|4|de|Sindbad
785|2|en|Sindbad the Sailor
2212|4|es|Sin familia
8420|4|en|Sing In My Own Way
5893|2|en|Single Appartment Dokudamisou
4858|1|x-jat|Singles
4858|4|ja|SINGLES
9289|2|en|Sing, Meloetta: Search for the Rinka Berries!
5044|2|fi|Sininen Lohikäärme
4363|1|x-jat|Sin in the Rain
4363|4|ja|sin in the rain
2054|1|x-jat|Sinkan
2054|4|ja|SINKAN
2054|4|de|SinKan
6589|4|cs|Šinko a kouzelná šošolka
7470|2|ja|SIN・KOIHIME†MUSOU LIVE Revolution
5640|4|en|Sinners Paradise
6032|4|ja|キャシャーン Sins
1403|4|en|Sins of the Flesh
2552|4|en|Sins of the Sisters
1603|4|en|Sin Sorority
365|4|en|Sin: The Movie
365|1|x-jat|Sin: The Movie
2127|4|lt|Šinzo
365|4|ru|Sin: Создатели монстров
6998|4|cs|Šípková Růženka aneb Spící krasavice
336|4|lt|Širdies Šnabždezys
636|4|sr|Sirene - Pichi Pichi Pitch
4989|1|x-jat|Sirius no Densetsu
269|3|x-jat|sispri
4350|4|ja|ちょこッとSister
2681|4|en|Sister Marina
269|1|x-jat|Sister Princess
269|4|en|Sister Princess
474|2|x-jat|Sister Princess Repure
474|1|x-jat|Sister Princess: Re Pure
1098|4|de|Sisters
4833|4|de|Sisters of Wellber: Elegy for a Sad Warrior
5559|2|en|Sisters of Wellber Zwei
142|4|es|Si Te Veo En Mis Sueños
336|4|fr|Si tu tends l`oreille
2773|2|x-jat|Six Angels
967|2|en|Six God Combination God Mars
968|2|en|Six God Combination God Mars Movie
1784|2|en|Six God Combination God Mars: Seventeen Year Old Legend
4072|2|x-jat|SJ
92|3|x-jat|SK
2714|2|lt|Skaitmeninės Sultys
2000|2|lt|Skanautojas
2038|4|x-other|Skateiland (Afrikaans)
3500|4|en|Skating Ring Kaleidoscope
2698|3|x-jat|skelter
2698|2|x-jat|Skelter+Heaven
8039|3|x-jat|sket
5186|3|x-jat|sketchbook
5186|1|x-jat|Sketchbook: Full Color`s
5186|2|x-jat|Sketchbook: Full Colour`s
8039|4|en|SKET Dance
8039|4|ja|SKET DANCE
8039|1|x-jat|Sket Dance
9471|4|ja|SKET DANCE (2013)
9471|1|x-jat|Sket Dance (2013)
6103|2|x-jat|Skip Beat
6103|1|x-jat|Skip Beat!
7623|4|ja|マジンカイザーSKL
7258|4|lt|Skoliniautojai
4261|4|is|Skot í Mark
1859|4|lt|Skrajojantis laivas vaiduoklis
3158|4|sv|Skriet från vildmarken
1933|4|pl|Skrzaty z Wyspy Li
287|3|x-jat|sku
4925|2|en|Skullman
4925|1|x-jat|Skull Man
1022|4|en|Sky Blue
1022|4|pl|Sky Blue
5310|1|x-jat|Sky Crawlers
5310|4|et|Sky Crawlers
5310|4|fr|Sky Crawlers: L`armée du ciel
5288|1|x-jat|Skyers 5
4383|1|x-jat|Sky Girls
4383|2|en|Sky Girls
5269|1|x-jat|Sky Girls (2007)
4383|2|en|Sky Girls OVA
5269|2|x-jat|Sky Girls TV
2169|4|en|Sky of Iriya, Summer of UFO
4224|3|x-jat|sl
590|4|es-LA|Slam Dunk
590|4|en|Slam Dunk
590|1|x-jat|Slam Dunk
590|4|fr|Slam Dunk
590|4|it|Slam Dunk
590|2|x-jat|Slam Dunk!
695|1|x-jat|Slam Dunk (1994)
698|1|x-jat|Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu
698|2|x-jat|Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu
695|2|x-jat|Slam Dunk Movie 1
696|2|x-jat|Slam Dunk Movie 2
697|2|x-jat|Slam Dunk Movie 3
698|2|x-jat|Slam Dunk Movie 4
697|1|x-jat|Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi
590|2|x-jat|Slam Dunk TV
696|1|x-jat|Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi
698|4|ja|SLAM DUNK 吠えろバスケットマン魂! 花道と流川の熱き夏
6226|3|x-jat|slap up party
6226|1|x-jat|Slap Up Party: Arad Senki
608|2|ja|Slave Bazaar
608|4|de|Slave Bianca
650|2|en|Slave Doll
1343|2|en|Slave Doll 2
650|4|en|Slave Doll - Maid to Order
5950|4|de|Slaved Princess
5218|2|en|Slave Maid Princess
608|4|en|Slave Market
1721|4|en|Slave Nurses
1606|2|en|Slavery Academy
1098|4|en|Slave Sisters
1973|4|en|Slaves to Passion
39|4|de|Slayers
39|4|ro|Slayers
39|4|en|Slayers
39|1|x-jat|Slayers
39|4|fr|Slayers
95|4|hu|Slayers - A kis boszorkány
5818|4|hu|Slayers -A kis boszorkány
6179|4|hu|Slayers- A kis boszorkány
39|4|hu|Slayers-A kis boszorkány
364|4|hu|Slayers - A kis boszorkány új kalandjai
6179|4|en|Slayers Evolution-R
6179|1|x-jat|Slayers Evolution-R
363|4|de|Slayers Excellent
363|4|en|Slayers Excellent
363|1|x-jat|Slayers Excellent
349|4|fr|Slayers - Film
373|1|x-jat|Slayers Gorgeous
373|4|de|Slayers Gorgeous -The Movie-
437|1|x-jat|Slayers Great
437|4|fr|Slayers Great
437|4|de|Slayers Great -The Movie-
155|2|pl|Slayers: Księga zaklęć
437|4|it|Slayers - La città dei Golem
363|2|en|Slayers: Lina-chan`s Great Fashion Strategy
39|4|cs|Slayers - Lina, postrach banditů
364|2|pl|Slayers: Magiczni wojownicy III
39|2|ro|Slayers - Micuţa Vrăjitoare
349|3|en|slayers movie1
349|2|en|Slayers Movie 1
350|2|en|Slayers Movie 2
437|2|en|Slayers Movie 3
373|2|en|Slayers Movie 4
123|2|en|Slayers Movie 5
95|1|x-jat|Slayers Next
95|4|en|Slayers Next
95|4|fr|Slayers Next
95|4|de|Slayers Next
349|2|en|Slayers Perfect
349|4|de|Slayers Perfect -The Movie-
123|1|x-jat|Slayers Premium
123|4|de|Slayers Premium -The Movie-
350|1|x-jat|Slayers Return
350|4|fr|Slayers Return
350|4|de|Slayers Return -The Movie-
5818|4|cs|Slayers Revolution
5818|4|en|Slayers Revolution
5818|1|x-jat|Slayers Revolution
155|1|x-jat|Slayers Special
155|4|de|Slayers Special - The Book of Spells
155|4|en|Slayers: The Book of Spells
363|2|en|Slayers: The Fearful Future
363|2|en|Slayers: The Labyrinth
349|4|en|Slayers: The Motion Picture
364|4|de|Slayers Try
364|4|en|Slayers Try
364|1|x-jat|Slayers Try
364|4|fr|Slayers Try
39|2|x-jat|Slayers TV
5818|3|en|Slay Rev
7025|2|en|Sleeping Buu-chan
7295|4|ja|いっしょにすりーぴんぐ SLEEPING WITH HINAKO
2750|4|en|Sleepless Oedo
8731|2|pl|Śliczny dzień
1336|4|en|Slight Fever Syndrome
8982|1|x-jat|Slime Boukenki: Umi Da, Yeah
134|3|en|SLMHS
5801|2|pl|Słodki domek Chi
3320|4|pl|Słodkie, słodkie czary
2339|4|pl|Słodki Walerian
2909|4|fr|Slow Step
2909|1|x-jat|Slow Step
2176|4|de|Slutty Princess Diaries
2176|2|en|Slutty Princess Diaries
2176|4|en|Slutty-Princess Diaries
235|3|x-jat|SM
4759|3|x-jat|S! M
1996|4|ja|SMノススメ
235|2|en|sm1
9306|3|en|sm2013
4189|2|en|Small Penguin: Lolo`s Adventures
2019|4|en|Smart-san
3076|4|fr|Smash
1532|3|en|smashhit
1532|4|en|Smash Hit
1193|2|en|Smile
8819|1|x-jat|Smile Precure!
2106|2|en|Smiling Salesman
344|3|x-jat|smj
344|2|x-jat|SM J
394|3|x-jat|smj2x
62|3|x-jat|SMJA
394|3|x-jat|smjtox
394|3|x-jat|smj to x
1996|1|x-jat|SM no Susume
231|2|pl|Smocze Kule
1247|2|x-jat|SMR
2539|3|x-jat|SM R
1247|4|ja|SMガールズ セイバーマリオネットR
2152|3|en|SM R Movie
2538|3|x-jat|sms
2538|3|x-jat|SM S
2540|2|x-jat|SM SS
4261|4|lt|Smūgis
95|3|x-jat|SN
2830|3|x-jat|sna
4600|3|ja|SnA OVA
3572|3|x-jat|SnB
6|3|x-jat|SnD
2740|2|en|Sneezing Magician
4726|2|sr|Snežana
1806|3|x-jat|snf
3323|3|x-jat|SnF 2
4821|3|x-jat|SnH
6556|3|x-jat|SnI
9541|3|x-jat|SnK
1|3|x-jat|SnM
6398|3|x-jat|snmm
1697|3|x-jat|sno
4726|2|en|Snow
4726|2|en|Snow Fairy
8071|2|ja|ラブライブ! Snow halation
8071|4|ja|Snow halation
8071|1|x-jat|Snow Halation
9126|2|en|Snow-in-Summer Rendezvous
2174|4|en|Snow Night Stories
6816|3|x-jat|SnQ
8154|3|x-jat|SnQ2
4|3|x-jat|SnS
4|3|x-jat|SnS1
3408|2|x-jat|SnS 1
5|3|x-jat|SnS2
5145|3|x-jat|SnS 2
2673|3|x-jat|sns3
8483|3|x-jat|SnS 3
8483|3|x-jat|SnSF
5145|3|x-jat|SnS II
8483|3|x-jat|SnS III
4388|3|x-jat|SnS Movie
1663|3|x-jat|SNT
6783|3|x-jat|snw
2745|3|x-jat|SO
1402|4|ja|SOAPのMOKOちゃん
1402|1|x-jat|Soap no Moko-chan
336|4|ro|Şoapta Inimii
2762|4|en|Soar High! Isami
6957|1|x-jat|Sobakasu Pucchi
3990|1|x-jat|Soccer Fever
1783|2|es|Sociedad para el Estudio de la Cultura Visual Moderna
4782|2|es|Sociedad para el Estudio de la Cultura Visual Moderna OVA
1783|2|en|Society for the Study of Modern Visual Culture
8394|1|x-jat|Sockie`s Frontier Quest
477|3|x-jat|SOCS
2965|1|x-jat|Sodan Brothers
85|3|x-jat|SoEx
8266|1|x-jat|Softenni!
8266|2|en|Soft Tennis
8266|2|x-jat|Sofuteni
3644|2|x-jat|Sogen no Shojo Laura
1533|2|en|Sohryuden - Legend of the Dragon Kings
8879|2|en|So, I Can`t Fuck Her!
8879|4|en|So, I Can`t Play H!
8425|1|x-kot|Sojunghan Nal-ui Kkum
4455|2|x-jat|Soju Senshi Psychic Wars
3323|2|x-jat|Sokyuu no Fafner 2
5019|4|ja|sola
5019|1|x-jat|Sola
5019|2|x-jat|Sola TV
1350|1|x-jat|Sol Bianca
1350|4|ja|SOL BIANCA
1350|4|de|Sol Bianca
1350|2|ja|SOL·BIANCA
97|4|it|Sol Bianca L`eredità Perduta
97|1|x-jat|Sol Bianca: Taiyou no Fune
97|4|fr|Sol Bianca - The Legacy
97|4|en|Sol Bianca - The Legacy
97|4|ru|Sol Bianca: Сокровища погибших планет
97|4|ja|Sol Bianca ~太陽の船~
5261|1|x-jat|Soliton no Akuma
5576|2|en|So Long Mr. Despair Extreme
2858|3|x-jat|solty
2858|2|x-jat|SoltyRei
2858|4|de|Solty Rei
2858|4|pt-BR|Solty Rei
2858|4|fr|Solty Rei
2858|1|x-jat|Solty Rei
2858|4|en|Solty Rei
50|3|x-jat|Soma
458|4|en|Someday`s Dreamers
458|2|en|Somedays Dreamers
5830|4|en|Someday`s Dreamers II: Sora
5026|1|x-jat|Something Great Chizu ni Nai Machi
